,ID,hatzvara_quality,in_building_quality,staying,Identification,profession,number_of_buildings,geo_buildings,geo_buildings_new,geo_buildings_assessment_summary
33,TZ33,medium,medium,0_to_1,מימון,עובד ציבור,2,"['POLYGON ((34.7463833 32.0330744, 34.7463173 32.0329953, 34.7461462 32.0330978, 34.7462901 32.0332705, 34.7463988 32.0332053, 34.7463209 32.0331119, 34.7463833 32.0330744))', 'POLYGON ((34.7463545 32.0392744, 34.7463663 32.0391031, 34.7462137 32.0390955, 34.7462019 32.0392668, 34.7463545 32.0392744))']","[['POLYGON ((34.7463833 32.0330744, 34.7463173 32.0329953, 34.7461462 32.0330978, 34.7462901 32.0332705, 34.7463988 32.0332053, 34.7463209 32.0331119, 34.7463833 32.0330744))', 'unknown'], ['POLYGON ((34.7463545 32.0392744, 34.7463663 32.0391031, 34.7462137 32.0390955, 34.7462019 32.0392668, 34.7463545 32.0392744))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
34,TZ34,low,low,0_to_1,אבוטבול,נהג,3,"['POLYGON ((34.7463316 32.0325721, 34.7464109 32.0326849, 34.7462651 32.0327586, 34.7461858 32.0326457, 34.7463316 32.0325721))', 'POLYGON ((34.7463446 32.0338188, 34.7464353 32.0338989, 34.746283 32.034023, 34.7461922 32.033943, 34.7463446 32.0338188))', 'POLYGON ((34.746713 32.035294, 34.7466204 32.0353603, 34.7465783 32.035318, 34.7464929 32.0353792, 34.7465206 32.035407, 34.7463882 32.0355019, 34.7463515 32.0354651, 34.7462665 32.035526, 34.7463124 32.0355719, 34.7461506 32.0356879, 34.7460521 32.0355891, 34.746325 32.0353935, 34.7463541 32.0354228, 34.7464566 32.0353494, 34.7464282 32.0353209, 34.7465364 32.0352434, 34.7465767 32.0352838, 34.7466502 32.0352311, 34.746713 32.035294))']","[['POLYGON ((34.7463316 32.0325721, 34.7464109 32.0326849, 34.7462651 32.0327586, 34.7461858 32.0326457, 34.7463316 32.0325721))', 'unknown'], ['POLYGON ((34.7463446 32.0338188, 34.7464353 32.0338989, 34.746283 32.034023, 34.7461922 32.033943, 34.7463446 32.0338188))', 'unknown'], ['POLYGON ((34.746713 32.035294, 34.7466204 32.0353603, 34.7465783 32.035318, 34.7464929 32.0353792, 34.7465206 32.035407, 34.7463882 32.0355019, 34.7463515 32.0354651, 34.7462665 32.035526, 34.7463124 32.0355719, 34.7461506 32.0356879, 34.7460521 32.0355891, 34.746325 32.0353935, 34.7463541 32.0354228, 34.7464566 32.0353494, 34.7464282 32.0353209, 34.7465364 32.0352434, 34.7465767 32.0352838, 34.7466502 32.0352311, 34.746713 32.035294))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
35,TZ35,medium,high,6_t0_10,כהן,נגר,3,"['POLYGON ((34.7465151 32.0361468, 34.7464636 32.036, 34.7462767 32.0360471, 34.7463282 32.0361939, 34.7465151 32.0361468))', 'POLYGON ((34.7463543 32.0359279, 34.7463979 32.0359786, 34.7464597 32.0359404, 34.7464161 32.0358897, 34.7463543 32.0359279))', 'POLYGON ((34.7466085 32.0317405, 34.7466982 32.0318507, 34.7464555 32.0319926, 34.7463325 32.0318414, 34.7462051 32.031916, 34.7461173 32.0318082, 34.746355 32.0316692, 34.746476 32.0318179, 34.7466085 32.0317405))']","[['POLYGON ((34.7465151 32.0361468, 34.7464636 32.036, 34.7462767 32.0360471, 34.7463282 32.0361939, 34.7465151 32.0361468))', 'unknown'], ['POLYGON ((34.7463543 32.0359279, 34.7463979 32.0359786, 34.7464597 32.0359404, 34.7464161 32.0358897, 34.7463543 32.0359279))', 'unknown'], ['POLYGON ((34.7466085 32.0317405, 34.7466982 32.0318507, 34.7464555 32.0319926, 34.7463325 32.0318414, 34.7462051 32.031916, 34.7461173 32.0318082, 34.746355 32.0316692, 34.746476 32.0318179, 34.7466085 32.0317405))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
36,TZ36,low,medium,10+,אבוטבול,רופא,3,"['POLYGON ((34.7464133 32.0399633, 34.746509 32.0398822, 34.7464181 32.0398051, 34.7463224 32.0398863, 34.7464133 32.0399633))', 'POLYGON ((34.7464833 32.0329024, 34.7465643 32.0330192, 34.746429 32.0330866, 34.746348 32.0329699, 34.7464833 32.0329024))', 'POLYGON ((34.7464763 32.0325066, 34.7465572 32.0326276, 34.7464587 32.0326749, 34.7463778 32.0325539, 34.7464763 32.0325066))']","[['POLYGON ((34.7464133 32.0399633, 34.746509 32.0398822, 34.7464181 32.0398051, 34.7463224 32.0398863, 34.7464133 32.0399633))', 'unknown'], ['POLYGON ((34.7464833 32.0329024, 34.7465643 32.0330192, 34.746429 32.0330866, 34.746348 32.0329699, 34.7464833 32.0329024))', 'unknown'], ['POLYGON ((34.7464763 32.0325066, 34.7465572 32.0326276, 34.7464587 32.0326749, 34.7463778 32.0325539, 34.7464763 32.0325066))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
37,TZ37,high,high,3_to_6,לוי,נהג,3,"['POLYGON ((34.7464047 32.0378663, 34.7463737 32.0377533, 34.7464023 32.0376947, 34.7465261 32.0376685, 34.7466095 32.0377089, 34.7466357 32.0378199, 34.7464047 32.0378663))', 'POLYGON ((34.7466785 32.0380682, 34.7466318 32.0378562, 34.7464151 32.0378905, 34.7464618 32.0381025, 34.7466785 32.0380682))', 'POLYGON ((34.7465883 32.0334843, 34.7467537 32.0337151, 34.7466027 32.0337929, 34.7464373 32.0335621, 34.7465883 32.0334843))']","[['POLYGON ((34.7464047 32.0378663, 34.7463737 32.0377533, 34.7464023 32.0376947, 34.7465261 32.0376685, 34.7466095 32.0377089, 34.7466357 32.0378199, 34.7464047 32.0378663))', 'unknown'], ['POLYGON ((34.7466785 32.0380682, 34.7466318 32.0378562, 34.7464151 32.0378905, 34.7464618 32.0381025, 34.7466785 32.0380682))', 'unknown'], ['POLYGON ((34.7465883 32.0334843, 34.7467537 32.0337151, 34.7466027 32.0337929, 34.7464373 32.0335621, 34.7465883 32.0334843))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
38,TZ38,low,medium,6_t0_10,כהן,נגר,3,"['POLYGON ((34.7467217 32.0329244, 34.7466716 32.0328395, 34.7465948 32.032872, 34.7465467 32.0328924, 34.7465967 32.0329773, 34.7467217 32.0329244))', 'POLYGON ((34.7466966 32.0324127, 34.7467681 32.0325344, 34.7465751 32.0326159, 34.7465036 32.0324942, 34.7466966 32.0324127))', 'POLYGON ((34.7467316 32.0319119, 34.7468106 32.0320141, 34.7466834 32.0320847, 34.7467951 32.0322292, 34.7465501 32.0323652, 34.7464575 32.0322452, 34.7465866 32.0321735, 34.7464888 32.0320468, 34.7467316 32.0319119))']","[['POLYGON ((34.7467217 32.0329244, 34.7466716 32.0328395, 34.7465948 32.032872, 34.7465467 32.0328924, 34.7465967 32.0329773, 34.7467217 32.0329244))', 'unknown'], ['POLYGON ((34.7466966 32.0324127, 34.7467681 32.0325344, 34.7465751 32.0326159, 34.7465036 32.0324942, 34.7466966 32.0324127))', 'unknown'], ['POLYGON ((34.7467316 32.0319119, 34.7468106 32.0320141, 34.7466834 32.0320847, 34.7467951 32.0322292, 34.7465501 32.0323652, 34.7464575 32.0322452, 34.7465866 32.0321735, 34.7464888 32.0320468, 34.7467316 32.0319119))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
39,TZ39,medium,low,10+,אבוטבול,נגר,2,"['POLYGON ((34.7467828 32.0341042, 34.746707 32.0340212, 34.7465253 32.0341405, 34.7466011 32.0342234, 34.7467828 32.0341042))', 'POLYGON ((34.7467382 32.0317549, 34.7465642 32.0315424, 34.7467011 32.0314619, 34.7468751 32.0316744, 34.7467382 32.0317549))']","[['POLYGON ((34.7467828 32.0341042, 34.746707 32.0340212, 34.7465253 32.0341405, 34.7466011 32.0342234, 34.7467828 32.0341042))', 'unknown'], ['POLYGON ((34.7467382 32.0317549, 34.7465642 32.0315424, 34.7467011 32.0314619, 34.7468751 32.0316744, 34.7467382 32.0317549))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
40,TZ40,low,medium,1_to_3,לוי,עובד ציבור,3,"['POLYGON ((34.7464572 32.0365137, 34.7463775 32.0363261, 34.7469554 32.0361497, 34.7469707 32.0361857, 34.7471011 32.0361459, 34.7471641 32.0362941, 34.7470059 32.0363424, 34.7469857 32.036295, 34.7468786 32.0363277, 34.7469022 32.0363834, 34.7467811 32.0364203, 34.7467619 32.0363751, 34.7465589 32.0364371, 34.746576 32.0364774, 34.7464572 32.0365137))', 'POLYGON ((34.7464055 32.0366813, 34.7465335 32.0369967, 34.7469982 32.0368754, 34.7471262 32.0365228, 34.7469898 32.0364771, 34.7468871 32.0367869, 34.7466463 32.0368697, 34.7465537 32.0366399, 34.7464055 32.0366813))', 'POLYGON ((34.7468351 32.0392316, 34.7468434 32.0391125, 34.7467188 32.0391063, 34.7467104 32.0392254, 34.7468351 32.0392316))']","[['POLYGON ((34.7464572 32.0365137, 34.7463775 32.0363261, 34.7469554 32.0361497, 34.7469707 32.0361857, 34.7471011 32.0361459, 34.7471641 32.0362941, 34.7470059 32.0363424, 34.7469857 32.036295, 34.7468786 32.0363277, 34.7469022 32.0363834, 34.7467811 32.0364203, 34.7467619 32.0363751, 34.7465589 32.0364371, 34.746576 32.0364774, 34.7464572 32.0365137))', 'unknown'], ['POLYGON ((34.7464055 32.0366813, 34.7465335 32.0369967, 34.7469982 32.0368754, 34.7471262 32.0365228, 34.7469898 32.0364771, 34.7468871 32.0367869, 34.7466463 32.0368697, 34.7465537 32.0366399, 34.7464055 32.0366813))', 'unknown'], ['POLYGON ((34.7468351 32.0392316, 34.7468434 32.0391125, 34.7467188 32.0391063, 34.7467104 32.0392254, 34.7468351 32.0392316))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
41,TZ41,medium,medium,0_to_1,אבוטבול,נגר,2,"['POLYGON ((34.7469236 32.0336171, 34.7467915 32.0334058, 34.7466411 32.0334734, 34.7467732 32.0336847, 34.7469236 32.0336171))', 'POLYGON ((34.7465976 32.0357942, 34.7467458 32.0359398, 34.7469916 32.03576, 34.7468434 32.0356144, 34.7465976 32.0357942))']","[['POLYGON ((34.7469236 32.0336171, 34.7467915 32.0334058, 34.7466411 32.0334734, 34.7467732 32.0336847, 34.7469236 32.0336171))', 'unknown'], ['POLYGON ((34.7465976 32.0357942, 34.7467458 32.0359398, 34.7469916 32.03576, 34.7468434 32.0356144, 34.7465976 32.0357942))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
42,TZ42,high,high,10+,סולומון,הייטק,1,"['POLYGON ((34.7467139 32.0328373, 34.7467562 32.0328138, 34.7468514 32.032761, 34.746922 32.0328526, 34.7467845 32.0329289, 34.7467139 32.0328373))']","[['POLYGON ((34.7467139 32.0328373, 34.7467562 32.0328138, 34.7468514 32.032761, 34.746922 32.0328526, 34.7467845 32.0329289, 34.7467139 32.0328373))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
43,TZ43,low,medium,3_to_6,מימון,חינוך,2,"['POLYGON ((34.7468697 32.0341387, 34.7469528 32.034216, 34.7467905 32.0343413, 34.7467075 32.034264, 34.7468697 32.0341387))', 'POLYGON ((34.7468562 32.0323459, 34.7469453 32.0324951, 34.7468116 32.0325525, 34.7467225 32.0324033, 34.7468562 32.0323459))']","[['POLYGON ((34.7468697 32.0341387, 34.7469528 32.034216, 34.7467905 32.0343413, 34.7467075 32.034264, 34.7468697 32.0341387))', 'unknown'], ['POLYGON ((34.7468562 32.0323459, 34.7469453 32.0324951, 34.7468116 32.0325525, 34.7467225 32.0324033, 34.7468562 32.0323459))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
44,TZ44,medium,low,3_to_6,מימון,רופא,3,"['POLYGON ((34.7464131 32.0358153, 34.7463371 32.0357407, 34.7464333 32.0356703, 34.7464635 32.0357, 34.7465273 32.0356533, 34.7464973 32.0356238, 34.7466701 32.0354973, 34.746696 32.0355227, 34.7467547 32.0354798, 34.7467288 32.0354544, 34.746899 32.0353297, 34.7469225 32.0353527, 34.7469777 32.0353122, 34.7469563 32.0352911, 34.7471328 32.0351619, 34.7471589 32.0351875, 34.7472183 32.035144, 34.7471943 32.0351204, 34.7472892 32.035051, 34.74735 32.0351106, 34.7472714 32.0351682, 34.747297 32.0351934, 34.7471198 32.0353232, 34.7470905 32.0352945, 34.7470321 32.0353373, 34.7470715 32.035376, 34.7469873 32.0354377, 34.7469543 32.0354053, 34.7468086 32.0355121, 34.746834 32.035537, 34.7467421 32.0356044, 34.7467137 32.0355765, 34.7465783 32.0356756, 34.7466107 32.0357074, 34.7464803 32.0358029, 34.7464588 32.0357819, 34.7464131 32.0358153))', 'POLYGON ((34.7468417 32.0360925, 34.7469765 32.0360552, 34.7469192 32.0359067, 34.7467845 32.0359441, 34.7468417 32.0360925))', 'POLYGON ((34.7469098 32.0316527, 34.7467502 32.0314406, 34.7468904 32.0313648, 34.74705 32.0315769, 34.7469098 32.0316527))']","[['POLYGON ((34.7464131 32.0358153, 34.7463371 32.0357407, 34.7464333 32.0356703, 34.7464635 32.0357, 34.7465273 32.0356533, 34.7464973 32.0356238, 34.7466701 32.0354973, 34.746696 32.0355227, 34.7467547 32.0354798, 34.7467288 32.0354544, 34.746899 32.0353297, 34.7469225 32.0353527, 34.7469777 32.0353122, 34.7469563 32.0352911, 34.7471328 32.0351619, 34.7471589 32.0351875, 34.7472183 32.035144, 34.7471943 32.0351204, 34.7472892 32.035051, 34.74735 32.0351106, 34.7472714 32.0351682, 34.747297 32.0351934, 34.7471198 32.0353232, 34.7470905 32.0352945, 34.7470321 32.0353373, 34.7470715 32.035376, 34.7469873 32.0354377, 34.7469543 32.0354053, 34.7468086 32.0355121, 34.746834 32.035537, 34.7467421 32.0356044, 34.7467137 32.0355765, 34.7465783 32.0356756, 34.7466107 32.0357074, 34.7464803 32.0358029, 34.7464588 32.0357819, 34.7464131 32.0358153))', 'unknown'], ['POLYGON ((34.7468417 32.0360925, 34.7469765 32.0360552, 34.7469192 32.0359067, 34.7467845 32.0359441, 34.7468417 32.0360925))', 'unknown'], ['POLYGON ((34.7469098 32.0316527, 34.7467502 32.0314406, 34.7468904 32.0313648, 34.74705 32.0315769, 34.7469098 32.0316527))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
45,TZ45,high,medium,0_to_1,סולומון,חינוך,2,"['POLYGON ((34.746998 32.04028, 34.7469892 32.0401438, 34.7468247 32.0401514, 34.7468335 32.0402876, 34.746998 32.04028))', 'POLYGON ((34.7467901 32.0348821, 34.7469494 32.0347595, 34.7470596 32.0348625, 34.7469003 32.034985, 34.7467901 32.0348821))']","[['POLYGON ((34.746998 32.04028, 34.7469892 32.0401438, 34.7468247 32.0401514, 34.7468335 32.0402876, 34.746998 32.04028))', 'unknown'], ['POLYGON ((34.7467901 32.0348821, 34.7469494 32.0347595, 34.7470596 32.0348625, 34.7469003 32.034985, 34.7467901 32.0348821))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
46,TZ46,low,high,3_to_6,לוי,מלצר,1,"['POLYGON ((34.7469536 32.033607, 34.7468122 32.0333581, 34.7469526 32.0333008, 34.747094 32.0335497, 34.7469536 32.033607))']","[['POLYGON ((34.7469536 32.033607, 34.7468122 32.0333581, 34.7469526 32.0333008, 34.747094 32.0335497, 34.7469536 32.033607))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
47,TZ47,medium,medium,3_to_6,גרדה,חינוך,3,"['POLYGON ((34.7469113 32.040582, 34.7470344 32.0405669, 34.7470091 32.0404189, 34.746886 32.040434, 34.7469113 32.040582))', 'POLYGON ((34.7470932 32.0397486, 34.7470977 32.0396519, 34.7468789 32.0396446, 34.7468744 32.0397412, 34.7470932 32.0397486))', 'POLYGON ((34.7468506 32.0400369, 34.7471257 32.0400332, 34.7471236 32.0399174, 34.7468485 32.0399211, 34.7468506 32.0400369))']","[['POLYGON ((34.7469113 32.040582, 34.7470344 32.0405669, 34.7470091 32.0404189, 34.746886 32.040434, 34.7469113 32.040582))', 'unknown'], ['POLYGON ((34.7470932 32.0397486, 34.7470977 32.0396519, 34.7468789 32.0396446, 34.7468744 32.0397412, 34.7470932 32.0397486))', 'unknown'], ['POLYGON ((34.7468506 32.0400369, 34.7471257 32.0400332, 34.7471236 32.0399174, 34.7468485 32.0399211, 34.7468506 32.0400369))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
48,TZ48,medium,high,10+,אבוטבול,חינוך,1,"['POLYGON ((34.7469048 32.0396035, 34.7470824 32.0396017, 34.7470809 32.0394953, 34.7469032 32.0394971, 34.7469048 32.0396035))']","[['POLYGON ((34.7469048 32.0396035, 34.7470824 32.0396017, 34.7470809 32.0394953, 34.7469032 32.0394971, 34.7469048 32.0396035))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
49,TZ49,high,high,0_to_1,לוי,נהג,1,"['POLYGON ((34.746875 32.0343743, 34.7470368 32.0342479, 34.7471224 32.0343267, 34.7469606 32.034453, 34.746875 32.0343743))']","[['POLYGON ((34.746875 32.0343743, 34.7470368 32.0342479, 34.7471224 32.0343267, 34.7469606 32.034453, 34.746875 32.0343743))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
50,TZ50,medium,low,6_t0_10,לוי,נהג,3,"['POLYGON ((34.7468811 32.0327515, 34.746912 32.0327369, 34.747043 32.0326748, 34.7471188 32.03279, 34.7469569 32.0328666, 34.7468811 32.0327515))', 'POLYGON ((34.7469221 32.0398771, 34.7471019 32.03989, 34.7471122 32.0397868, 34.7469324 32.039774, 34.7469221 32.0398771))', 'POLYGON ((34.7471341 32.0383452, 34.7469651 32.0383745, 34.746927 32.0382163, 34.7470961 32.038187, 34.7471341 32.0383452))']","[['POLYGON ((34.7468811 32.0327515, 34.746912 32.0327369, 34.747043 32.0326748, 34.7471188 32.03279, 34.7469569 32.0328666, 34.7468811 32.0327515))', 'unknown'], ['POLYGON ((34.7469221 32.0398771, 34.7471019 32.03989, 34.7471122 32.0397868, 34.7469324 32.039774, 34.7469221 32.0398771))', 'unknown'], ['POLYGON ((34.7471341 32.0383452, 34.7469651 32.0383745, 34.746927 32.0382163, 34.7470961 32.038187, 34.7471341 32.0383452))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
51,TZ51,high,high,1_to_3,מימון,עובד ציבור,3,"['POLYGON ((34.7470717 32.0358159, 34.7469836 32.0358517, 34.7470039 32.0358877, 34.747092 32.0358518, 34.7470717 32.0358159))', 'POLYGON ((34.7471144 32.0387779, 34.7471031 32.038711, 34.7469852 32.0387252, 34.7469964 32.0387921, 34.7471144 32.0387779))', 'POLYGON ((34.7470087 32.0391448, 34.7469949 32.0392811, 34.7471123 32.0392897, 34.7471261 32.0391533, 34.7470087 32.0391448))']","[['POLYGON ((34.7470717 32.0358159, 34.7469836 32.0358517, 34.7470039 32.0358877, 34.747092 32.0358518, 34.7470717 32.0358159))', 'unknown'], ['POLYGON ((34.7471144 32.0387779, 34.7471031 32.038711, 34.7469852 32.0387252, 34.7469964 32.0387921, 34.7471144 32.0387779))', 'unknown'], ['POLYGON ((34.7470087 32.0391448, 34.7469949 32.0392811, 34.7471123 32.0392897, 34.7471261 32.0391533, 34.7470087 32.0391448))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
52,TZ52,high,high,1_to_3,מימון,הייטק,1,"['POLYGON ((34.7470072 32.0388688, 34.7471282 32.0388545, 34.7471185 32.0387954, 34.7469975 32.0388097, 34.7470072 32.0388688))']","[['POLYGON ((34.7470072 32.0388688, 34.7471282 32.0388545, 34.7471185 32.0387954, 34.7469975 32.0388097, 34.7470072 32.0388688))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
53,TZ53,medium,low,1_to_3,גרדה,מלצר,2,"['POLYGON ((34.7469597 32.0384753, 34.7469733 32.0385611, 34.7471785 32.0385377, 34.7471649 32.0384519, 34.7469597 32.0384753))', 'POLYGON ((34.7469873 32.0386805, 34.7471726 32.0386558, 34.7471553 32.0385624, 34.7469699 32.038587, 34.7469873 32.0386805))']","[['POLYGON ((34.7469597 32.0384753, 34.7469733 32.0385611, 34.7471785 32.0385377, 34.7471649 32.0384519, 34.7469597 32.0384753))', 'unknown'], ['POLYGON ((34.7469873 32.0386805, 34.7471726 32.0386558, 34.7471553 32.0385624, 34.7469699 32.038587, 34.7469873 32.0386805))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
54,TZ54,high,low,1_to_3,אבוטבול,מלצר,2,"['POLYGON ((34.7469281 32.0350464, 34.747019 32.0351314, 34.747221 32.0349762, 34.7471301 32.0348912, 34.7469281 32.0350464))', 'POLYGON ((34.7470967 32.0315537, 34.7469321 32.031341, 34.7470727 32.0312628, 34.7472373 32.0314755, 34.7470967 32.0315537))']","[['POLYGON ((34.7469281 32.0350464, 34.747019 32.0351314, 34.747221 32.0349762, 34.7471301 32.0348912, 34.7469281 32.0350464))', 'unknown'], ['POLYGON ((34.7470967 32.0315537, 34.7469321 32.031341, 34.7470727 32.0312628, 34.7472373 32.0314755, 34.7470967 32.0315537))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
55,TZ55,high,high,1_to_3,מימון,מלצר,1,"['POLYGON ((34.7470151 32.0431158, 34.747214 32.0430367, 34.7471562 32.0429323, 34.7469573 32.0430113, 34.7470151 32.0431158))']","[['POLYGON ((34.7470151 32.0431158, 34.747214 32.0430367, 34.7471562 32.0429323, 34.7469573 32.0430113, 34.7470151 32.0431158))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
56,TZ56,low,high,3_to_6,מימון,רופא,3,"['POLYGON ((34.7470164 32.0391175, 34.7471664 32.0391234, 34.7471755 32.0389559, 34.7470255 32.03895, 34.7470164 32.0391175))', 'POLYGON ((34.7471672 32.0364005, 34.7471509 32.0363289, 34.7470353 32.0363478, 34.7470629 32.0364689, 34.7471108 32.0364611, 34.7470996 32.0364115, 34.7471672 32.0364005))', 'POLYGON ((34.7470048 32.0320147, 34.7469245 32.0319042, 34.7471924 32.0317642, 34.7473064 32.0319209, 34.7471776 32.0319883, 34.7472357 32.0320681, 34.7472677 32.0321121, 34.7470225 32.0322403, 34.7468988 32.0320701, 34.7470048 32.0320147))']","[['POLYGON ((34.7470164 32.0391175, 34.7471664 32.0391234, 34.7471755 32.0389559, 34.7470255 32.03895, 34.7470164 32.0391175))', 'unknown'], ['POLYGON ((34.7471672 32.0364005, 34.7471509 32.0363289, 34.7470353 32.0363478, 34.7470629 32.0364689, 34.7471108 32.0364611, 34.7470996 32.0364115, 34.7471672 32.0364005))', 'unknown'], ['POLYGON ((34.7470048 32.0320147, 34.7469245 32.0319042, 34.7471924 32.0317642, 34.7473064 32.0319209, 34.7471776 32.0319883, 34.7472357 32.0320681, 34.7472677 32.0321121, 34.7470225 32.0322403, 34.7468988 32.0320701, 34.7470048 32.0320147))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
57,TZ57,medium,low,3_to_6,כהן,מלצר,1,"['POLYGON ((34.7472425 32.033454, 34.7471362 32.0332708, 34.747004 32.0333259, 34.7471104 32.0335091, 34.7472425 32.033454))']","[['POLYGON ((34.7472425 32.033454, 34.7471362 32.0332708, 34.747004 32.0333259, 34.7471104 32.0335091, 34.7472425 32.033454))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
58,TZ58,high,medium,10+,לוי,הייטק,1,"['POLYGON ((34.747063 32.0405646, 34.7472357 32.0405433, 34.7472082 32.0403828, 34.7470355 32.0404041, 34.747063 32.0405646))']","[['POLYGON ((34.747063 32.0405646, 34.7472357 32.0405433, 34.7472082 32.0403828, 34.7470355 32.0404041, 34.747063 32.0405646))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
59,TZ59,high,low,1_to_3,סולומון,רופא,2,"['POLYGON ((34.7472378 32.0322045, 34.7473223 32.0323908, 34.747055 32.032478, 34.7469705 32.0322917, 34.7472378 32.0322045))', 'POLYGON ((34.7470894 32.0376205, 34.7472718 32.037616, 34.7472504 32.0379115, 34.747068 32.0379388, 34.7470894 32.0376205))']","[['POLYGON ((34.7472378 32.0322045, 34.7473223 32.0323908, 34.747055 32.032478, 34.7469705 32.0322917, 34.7472378 32.0322045))', 'unknown'], ['POLYGON ((34.7470894 32.0376205, 34.7472718 32.037616, 34.7472504 32.0379115, 34.747068 32.0379388, 34.7470894 32.0376205))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
